xc_id,satisfied,violation fraction,r_s range,s range,zeta range,alpha range,q range,condition,type,xc_name
gga_c_pbefe,False,0.00593297,"[0.5511440844084409, 1.8922513751375138]","[1.4028056112224447, 2.715430861723447]","[0.0, 0.98989898989899]",,,deriv_upper_bd_check_2,GGA,PBEFE
gga_c_pbeint,True,0.0,,,,,,deriv_upper_bd_check_1,GGA,PBEINT
gga_c_pbeint,True,0.0,,,,,,lieb_oxford_bd_check_Exc,GGA,PBEINT
gga_c_pbeint,True,0.0,,,,,,deriv_lower_bd_check,GGA,PBEINT
gga_c_pbeint,True,0.0,,,,,,lieb_oxford_bd_check_Uxc,GGA,PBEINT
gga_c_pbeint,True,0.0,,,,,,negativity_check,GGA,PBEINT
gga_c_pbeint,False,0.005394596,"[0.5511440844084409, 1.8922513751375138]","[1.2725450901803608, 2.474949899799599]","[0.0, 0.98989898989899]",,,deriv_upper_bd_check_2,GGA,PBEINT
gga_c_pbeint,True,0.0,,,,,,second_deriv_check,GGA,PBEINT
gga_c_pbeloc,True,0.0,,,,,,deriv_lower_bd_check,GGA,PBELOC
gga_c_pbeloc,True,0.0,,,,,,deriv_upper_bd_check_1,GGA,PBELOC
gga_c_pbeloc,False,0.271477094,"[1.1146891689168916, 5.0]","[0.6112224448897795, 3.4569138276553106]","[0.0, 1.0]",,,deriv_upper_bd_check_2,GGA,PBELOC
gga_c_pbeloc,True,0.0,,,,,,negativity_check,GGA,PBELOC
