xc id,xc label,dfa type,condition,satisfied,fraction violated,r_s_range,s_range,zeta_range,alpha_range,q_range
gga_xc_th_fcfo,TH-FCFO,GGA,lieb_oxford_bd_check_Uxc,False,0.228094738,"[0.0001, 5.0]","[0.01002004008016032, 5.0]","[0.0, 0.23232323232323235]",,
gga_xc_th_fcfo,TH-FCFO,GGA,lieb_oxford_bd_check_Exc,False,0.787059756,"[0.0001, 5.0]","[0.0, 5.0]","[0.0, 1.0]",,
gga_xc_hle16,HLE16,GGA,negativity_check,False,0.480748818,"[0.0001, 5.0]","[2.19438877755511, 5.0]","[0.0, 0.9595959595959597]",,
gga_xc_hle16,HLE16,GGA,deriv_lower_bd_check,False,0.305074494,"[0.0001, 4.999499959995999]","[2.2645290581162323, 5.0]","[0.0, 0.9595959595959597]",,
gga_xc_hle16,HLE16,GGA,deriv_upper_bd_check_1,False,0.363858344,"[0.0001, 5.0]","[2.6152304609218437, 5.0]","[0.0, 0.9191919191919192]",,
gga_xc_hle16,HLE16,GGA,deriv_upper_bd_check_2,False,0.48687831,"[0.005100400040004001, 5.0]","[2.214428857715431, 5.0]","[0.0, 0.9595959595959597]",,
gga_xc_hle16,HLE16,GGA,second_deriv_check,False,0.44667686,"[0.0006000400040004001, 4.999499959995999]","[2.1843687374749496, 5.0]","[0.0, 0.9595959595959597]",,
gga_xc_hle16,HLE16,GGA,lieb_oxford_bd_check_Uxc,False,0.4734239,"[0.0001, 5.0]","[2.164328657314629, 5.0]","[0.0, 1.0]",,
gga_xc_hle16,HLE16,GGA,lieb_oxford_bd_check_Exc,False,0.476850498,"[0.0001, 5.0]","[2.254509018036072, 5.0]","[0.0, 1.0]",,
gga_xc_xlyp,XLYP,GGA,negativity_check,False,0.576367864,"[0.0001, 5.0]","[1.7434869739478958, 5.0]","[0.0, 0.98989898989899]",,
gga_xc_xlyp,XLYP,GGA,deriv_lower_bd_check,False,0.217660388,"[0.0001, 2.42479397939794]","[1.8036072144288577, 5.0]","[0.0, 0.9797979797979799]",,
gga_xc_xlyp,XLYP,GGA,deriv_upper_bd_check_1,False,0.002681624,"[4.882990639063906, 5.0]","[2.635270541082164, 5.0]","[0.0, 0.6666666666666667]",,
gga_xc_xlyp,XLYP,GGA,deriv_upper_bd_check_2,False,0.510747084,"[0.6381510451045105, 5.0]","[1.4128256513026052, 5.0]","[0.0, 0.98989898989899]",,
gga_xc_xlyp,XLYP,GGA,second_deriv_check,False,0.203213862,"[0.0006000400040004001, 3.83740699069907]","[0.0, 5.0]","[0.0, 0.98989898989899]",,
gga_xc_xlyp,XLYP,GGA,lieb_oxford_bd_check_Uxc,False,0.018773606,"[0.0001, 5.0]","[4.04809619238477, 5.0]","[0.0, 1.0]",,
gga_xc_xlyp,XLYP,GGA,lieb_oxford_bd_check_Exc,False,0.013120208,"[0.0001, 5.0]","[4.04809619238477, 5.0]","[0.696969696969697, 1.0]",,
mgga_c_tm,TM,MGGA,lieb_oxford_bd_check_Uxc,True,0.0,,,,,
mgga_c_tm,TM,MGGA,lieb_oxford_bd_check_Exc,True,0.0,,,,,
mgga_c_tm,TM,MGGA,negativity_check,True,0.0,,,,,
mgga_c_tm,TM,MGGA,deriv_lower_bd_check,True,0.0,,,,,
mgga_c_tm,TM,MGGA,deriv_upper_bd_check_1,True,0.0,,,,,
mgga_c_tm,TM,MGGA,deriv_upper_bd_check_2,False,0.000718761,"[0.6122101820364072, 1.3233381876375274]","[1.3131313131313131, 2.0202020202020203]","[0.0, 0.9473684210526315]","[1.5151515151515151, 5.0]",
mgga_c_tm,TM,MGGA,second_deriv_check,True,0.0,,,,,
mgga_c_bc95,BC95,MGGA,negativity_check,True,0.0,,,,,
mgga_c_bc95,BC95,MGGA,deriv_lower_bd_check,True,0.0,,,,,
mgga_c_bc95,BC95,MGGA,deriv_upper_bd_check_1,True,0.0,,,,,
mgga_c_bc95,BC95,MGGA,deriv_upper_bd_check_2,True,0.0,,,,,
mgga_c_bc95,BC95,MGGA,second_deriv_check,True,0.0,,,,,
gga_c_sogga11,SOGGA11,GGA,lieb_oxford_bd_check_Uxc,False,0.000128024,"[3.176854145414542, 5.0]","[4.98997995991984, 5.0]","[0.0, 0.15151515151515152]",,
gga_c_sogga11,SOGGA11,GGA,lieb_oxford_bd_check_Exc,True,0.0,,,,,
gga_c_sogga11,SOGGA11,GGA,negativity_check,True,0.0,,,,,
gga_c_sogga11,SOGGA11,GGA,deriv_lower_bd_check,False,0.002734126,"[0.0006000400040004001, 1.1821945694569458]","[0.0501002004008016, 0.9619238476953907]","[0.0, 1.0]",,
